attendance,away_conference,away_division,away_id,away_line_scores,away_points,away_post_win_prob,away_postgame_elo,away_pregame_elo,away_team,completed,conference_game,excitement_index,highlights,home_conference,home_division,home_id,home_line_scores,home_points,home_post_win_prob,home_postgame_elo,home_pregame_elo,home_team,id,neutral_site,notes,season,season_type,start_date,start_time_tbd,venue,venue_id,week
,Big Ten,FBS,127,"[7, 0, 0, 0]",7.0,0.0017592398550123,1574.0,1582.0,Michigan State,True,True,2.3885171724,,Big Ten,FBS,130,"[3, 10, 6, 10]",29.0,0.9982407601449876,2045.0,2037.0,Michigan,401405125,False,,2022,regular,2022-10-29T23:30:00.000Z,False,Michigan Stadium,3558.0,9
,Pac-12,FBS,9,"[14, 14, 7, 7]",42.0,0.9881916961911328,1503.0,1516.0,Arizona State,True,True,2.2575020518,,Pac-12,FBS,38,"[3, 14, 3, 14]",34.0,0.0118083038088671,1150.0,1137.0,Colorado,401404023,False,,2022,regular,2022-10-29T23:30:00.000Z,False,Folsom Field,3726.0,9
,SEC,FBS,145,"[7, 3, 14, 7]",31.0,0.8146128476674203,1694.0,1692.0,Ole Miss,True,True,7.0542677045,,SEC,FBS,245,"[14, 0, 0, 14]",28.0,0.1853871523325797,1655.0,1657.0,Texas A&M,401403931,False,,2022,regular,2022-10-29T23:30:00.000Z,False,Kyle Field,3795.0,9
,Western Athletic,FCS,2534,"[14, 6, 3, 17]",40.0,0.8038020268406693,,,Sam Houston State,True,True,3.4105088904,,Western Athletic,FCS,2627,"[7, 0, 0, 14]",21.0,0.1961979731593307,,,Tarleton State,401462518,False,,2022,regular,2022-10-30T00:00:00.000Z,False,"Memorial Stadium (Stephenville, TX)",3827.0,9
,Southland,FCS,2545,"[7, 7, 7, 7]",28.0,0.6888637682176553,,,Southeastern Louisiana,True,True,8.6958033738,,Southland,FCS,2377,"[6, 14, 7, 0]",27.0,0.3111362317823447,,,McNeese,401462225,False,,2022,regular,2022-10-30T00:00:00.000Z,False,Cowboy Stadium,3686.0,9
,Lone Star,II,2848,"[14, 0, 0, 7]",21.0,,,,Western Oregon,True,False,,,Lone Star,II,2395,"[7, 10, 9, 0]",26.0,,,,Midwestern State,401431617,False,,2022,regular,2022-10-30T00:00:00.000Z,False,"Memorial Stadium (Wichita Falls, TX)",6049.0,9
,ACC,FBS,221,"[7, 10, 7, 0]",24.0,0.1770301771357976,1580.0,1622.0,Pittsburgh,True,True,7.7049513835,,ACC,FBS,153,"[7, 7, 7, 21]",42.0,0.8229698228642024,1651.0,1609.0,North Carolina,401411149,False,,2022,regular,2022-10-30T00:00:00.000Z,False,Kenan Memorial Stadium,3787.0,9
,Big Sky,FCS,70,"[0, 7, 7, 14]",28.0,0.05347759082721,,,Idaho,True,True,5.3547867714,,Big Sky,FCS,16,"[7, 10, 7, 7]",31.0,0.94652240917279,,,Sacramento State,401413251,False,,2022,regular,2022-10-30T01:00:00.000Z,False,Hornet Stadium,3757.0,9
,Conference USA,FBS,2393,"[10, 0, 7, 7]",24.0,0.9770128125805372,1352.0,1332.0,Middle Tennessee,True,True,6.1256799402,,Conference USA,FBS,2638,"[0, 10, 0, 3]",13.0,0.0229871874194629,1272.0,1292.0,UTEP,401426596,False,,2022,regular,2022-10-30T01:00:00.000Z,False,Sun Bowl Stadium,3946.0,9
,Lone Star,II,2658,"[0, 13, 0, 6]",19.0,,,,Texas A&M-Kingsville,True,False,,,Lone Star,II,2120,"[0, 7, 7, 9]",23.0,,,,Central Washington,401431598,False,,2022,regular,2022-10-30T01:00:00.000Z,False,Tomlinson Stadium,5879.0,9
,Lone Star,II,2025,"[14, 3, 7, 0]",24.0,,,,Angelo State,True,False,,,Lone Star,II,2829,"[0, 0, 0, 0]",0.0,,,,Simon Fraser,401431607,True,,2022,regular,2022-10-30T01:00:00.000Z,False,Blaine High School,7365.0,9
,So. Cal.,III,2318,"[0, 7, 7, 15]",29.0,,,,La Verne,True,True,,,So. Cal.,III,2094,"[7, 7, 0, 8]",22.0,,,,Cal Lutheran,401439552,False,,2022,regular,2022-10-30T02:00:00.000Z,False,William Rolland Stadium,5811.0,9
,Pac-12,FBS,24,"[3, 3, 0, 7]",13.0,0.0019525337893619,1335.0,1362.0,Stanford,True,True,2.1175140017,,Pac-12,FBS,26,"[14, 10, 7, 7]",38.0,0.998047466210638,1727.0,1700.0,UCLA,401404025,False,,2022,regular,2022-10-30T02:30:00.000Z,False,Rose Bowl,1056.0,9
,Mountain West,FBS,21,"[7, 14, 7, 0]",28.0,0.9985069324627148,1423.0,1423.0,San Diego State,True,True,5.9428049839,,Mountain West,FBS,278,"[3, 7, 7, 15]",32.0,0.001493067537285,1517.0,1517.0,Fresno State,401415248,False,,2022,regular,2022-10-30T02:30:00.000Z,False,Bulldog Stadium,3660.0,9
,Mountain West,FBS,2440,"[7, 7, 7, 7]",28.0,0.0938624869361981,1344.0,1343.0,Nevada,True,True,7.6887980778,,Mountain West,FBS,23,"[0, 7, 14, 14]",35.0,0.906137513063802,1536.0,1537.0,San José State,401415249,False,,2022,regular,2022-10-30T02:30:00.000Z,False,Spartan Stadium,3935.0,9
,Mountain West,FBS,2751,"[0, 10, 3, 14]",27.0,0.9982061564689636,1408.0,1414.0,Wyoming,True,True,5.0596555356,,Mountain West,FBS,62,"[7, 3, 3, 7]",20.0,0.0017938435310362,1166.0,1160.0,Hawai'i,401415247,False,,2022,regular,2022-10-30T03:59:00.000Z,False,Clarence T.C. Ching Athletics Complex,7220.0,9
,Mid-American,FBS,2050,"[0, 17, 3, 7]",27.0,0.8440538515543208,1302.0,1290.0,Ball State,True,True,7.1116146151,,Mid-American,FBS,2309,"[13, 0, 0, 7]",20.0,0.1559461484456792,1268.0,1280.0,Kent State,401416632,False,,2022,regular,2022-11-01T23:00:00.000Z,False,Dix Stadium,3696.0,10
,Mid-American,FBS,2084,"[0, 10, 14, 0]",24.0,0.0013213479798692,1421.0,1486.0,Buffalo,True,True,6.8310741047,,Mid-American,FBS,195,"[17, 7, 7, 14]",45.0,0.9986786520201308,1413.0,1348.0,Ohio,401416633,False,,2022,regular,2022-11-01T23:30:00.000Z,False,Peden Stadium,3876.0,10
,Mid-American,FBS,2711,"[0, 0, 6, 3]",9.0,0.8580354052691916,1274.0,1280.0,Western Michigan,True,True,6.2398355164,,Mid-American,FBS,189,"[0, 6, 7, 0]",13.0,0.1419645947308084,1183.0,1177.0,Bowling Green,401416635,False,,2022,regular,2022-11-02T23:00:00.000Z,False,Doyt Perry Stadium,3700.0,10
,Mid-American,FBS,2117,"[14, 7, 7, 7]",35.0,0.9943264159998056,1356.0,1319.0,Central Michigan,True,True,4.2629812442,,Mid-American,FBS,2459,"[0, 0, 7, 15]",22.0,0.0056735840001943,1361.0,1398.0,Northern Illinois,401416634,False,,2022,regular,2022-11-02T23:00:00.000Z,False,Brigham Field at Huskie Stadium,3764.0,10
,Conference USA,FBS,2638,"[7, 10, 3, 10]",30.0,0.0728520223339512,1252.0,1272.0,UTEP,True,True,7.6086148173,,Conference USA,FBS,242,"[10, 10, 7, 10]",37.0,0.9271479776660488,1124.0,1104.0,Rice,401426601,False,,2022,regular,2022-11-03T23:00:00.000Z,False,Rice Stadium,3895.0,10
,SWAC,FCS,2010,"[0, 7, 7, 6]",20.0,,,,Alabama A&M,True,True,,,SWAC,FCS,2400,"[7, 10, 13, 0]",30.0,,,,Mississippi Valley State,401423445,False,,2022,regular,2022-11-03T23:30:00.000Z,False,Rice-Totten Field,3896.0,10
,Sun Belt,FBS,2026,"[7, 7, 0, 14]",28.0,0.0556139669873537,1607.0,1621.0,Appalachian State,True,True,5.5050529526,,Sun Belt,FBS,324,"[14, 7, 0, 14]",35.0,0.9443860330126462,1566.0,1552.0,Coastal Carolina,401426364,False,,2022,regular,2022-11-03T23:30:00.000Z,False,Brooks Stadium,3654.0,10
,FBS Independents,FBS,113,"[3, 7, 0, 0]",10.0,0.0899789985551829,873.0,890.0,UMass,True,False,4.2259778309,,FBS Independents,FBS,41,"[7, 6, 7, 7]",27.0,0.910021001444817,1128.0,1111.0,Connecticut,401404155,False,,2022,regular,2022-11-04T23:00:00.000Z,False,Rentschler Field,3892.0,10
,ACC,FBS,150,"[10, 14, 7, 7]",38.0,0.8573818271950161,1433.0,1433.0,Duke,True,True,3.3389316101,,ACC,FBS,103,"[7, 7, 7, 10]",31.0,0.1426181728049839,1258.0,1258.0,Boston College,401411151,False,,2022,regular,2022-11-04T23:00:00.000Z,False,Alumni Stadium,3615.0,10
,SWAC,FCS,2016,"[3, 6, 0, 7, 7]",23.0,0.3990020451267013,,,Alcorn State,True,True,8.4584732357,,SWAC,FCS,2504,"[0, 0, 13, 3, 0]",16.0,0.6009979548732987,,,Prairie View,401424933,False,,2022,regular,2022-11-04T23:30:00.000Z,False,Panther Stadium,5238.0,10
,Pac-12,FBS,204,"[7, 7, 7, 0]",21.0,0.761083109670718,1627.0,1628.0,Oregon State,True,True,9.7031450874,,Pac-12,FBS,264,"[0, 7, 7, 10]",24.0,0.2389168903292819,1603.0,1602.0,Washington,401404031,False,,2022,regular,2022-11-05T02:30:00.000Z,False,Husky Stadium,3765.0,10
,Mountain West,FBS,2005,"[3, 0, 7, 3]",13.0,0.9950013350224196,1731.0,1744.0,Air Force,True,False,4.5411153521,,FBS Independents,FBS,349,"[0, 7, 0, 0]",7.0,0.0049986649775803,1447.0,1434.0,Army,401404141,True,,2022,regular,2022-11-05T15:30:00.000Z,False,Dignity Health Sports Park,4258.0,10
,Empire 8,III,173,[],,,,,Hartwick,True,False,,,Liberty League,III,184,[],,,,,Rochester,401435097,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Edwin Fauver Stadium,3717.0,10
,Big Ten,FBS,120,"[0, 0, 3, 7]",10.0,0.0733538197269527,1610.0,1625.0,Maryland,True,True,3.4858619335,,Big Ten,FBS,275,"[7, 10, 3, 3]",23.0,0.9266461802730472,1765.0,1750.0,Wisconsin,401405131,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Camp Randall Stadium,347.0,10
,SEC,FBS,57,"[17, 3, 14, 7]",41.0,0.9763171010110456,1604.0,1552.0,Florida,True,True,6.0867410295,,SEC,FBS,245,"[14, 10, 0, 0]",24.0,0.0236828989889544,1603.0,1655.0,Texas A&M,401403937,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Kyle Field,3795.0,10
,SEC,FBS,96,"[7, 0, 7, 7]",21.0,0.8216098138851837,1610.0,1612.0,Kentucky,True,True,6.7918592099,,SEC,FBS,142,"[3, 0, 0, 14]",17.0,0.1783901861148162,1485.0,1483.0,Missouri,401403936,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Faurot Field,3838.0,10
,Commonwealth Coast,III,2776,"[3, 0, 0, 7]",10.0,,,,Salve Regina,True,True,,,Commonwealth Coast,III,452,"[7, 21, 7, 7]",42.0,,,,Endicott College,401461253,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Hempstead Stadium,3709.0,10
,Conference USA,FBS,98,"[21, 14, 7, 17]",59.0,0.9043071026463342,1742.0,1648.0,Western Kentucky,True,True,0.5261158393,,Conference USA,FBS,2429,"[0, 0, 7, 0]",7.0,0.0956928973536658,1076.0,1170.0,Charlotte,401426598,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Jerry Richardson Stadium,4418.0,10
,Commonwealth Coast,III,2884,[],,,,,Nichols,True,True,,,Commonwealth Coast,III,2280,[],,,,,Husson,401431057,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Dr. John W. Winkin Sports Complex,3995.0,10
,Big 12,FBS,2641,"[10, 0, 7, 7]",24.0,0.2941689825979376,1551.0,1561.0,Texas Tech,True,True,6.6735217728,,Big 12,FBS,2628,"[7, 6, 0, 21]",34.0,0.7058310174020623,1677.0,1667.0,TCU,401404108,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Amon G. Carter Stadium,3616.0,10
,NEWMAC,III,2108,[],,,,,Catholic University,True,True,,,NEWMAC,III,2467,[],,,,,Norwich,401435138,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Sabine Field at Haynes Family Stadium,6095.0,10
,ECFC,III,417,[],,,,,Gallaudet,True,True,,,ECFC,III,3162,[],,,,,Alfred State College,401432550,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Pioneer Stadium,3877.0,10
,ECFC,III,15,"[14, 0, 8, 14]",36.0,,,,Anna Maria College,True,True,,,ECFC,III,110438,"[9, 3, 3, 7]",22.0,,,,Dean College,401438627,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Dale Lippert Field,5831.0,10
,USA South,III,2938,[],,,,,Huntingdon,True,True,,,USA South,III,286,[],,,,,NC Wesleyan,401432886,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Bishop Stadium,6092.0,10
,Mid Atlantic,III,111674,[],,,,,Alvernia University,True,True,,,Mid Atlantic,III,2015,[],,,,,Albright,401456158,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Gene L. Shirk Stadium,5127.0,10
,MSCAC,III,2967,[],,,,,Framingham State,True,True,,,MSCAC,III,18,[],,,,,Bridgewater State,401444594,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Edward C. Swenson Athletic Complex,5808.0,10
,Mid Atlantic,III,2221,[],,,,,FDU-Florham,True,True,,,Mid Atlantic,III,2808,[],,,,,Delaware Valley,401438640,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Robert A. Lipinski Field at James Work Memorial Stadium,5833.0,10
,Presidents',III,2242,[],,,,,Geneva College,True,True,,,Presidents',III,2644,[],,,,,Thiel College,401432770,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Alumni Stadium (PA),6128.0,10
,NEWMAC,III,109,[],,,,,MIT,True,True,,,NEWMAC,III,81,[],,,,,Springfield,401439540,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Stagg Field,6119.0,10
,Liberty League,III,2779,[],,,,,St Lawrence,True,True,,,Liberty League,III,2528,[],,,,,Rensselaer,401433403,False,,2022,regular,2022-11-05T16:00:00.000Z,False,ECAV Stadium,6107.0,10
,Centennial,III,2667,[],,,,,Ursinus,True,True,,,Centennial,III,246,[],,,,,Juniata,401450144,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Knox Stadium,5902.0,10
,NEWMAC,III,2749,[],,,,,Worcester Polytechnic,True,True,,,NEWMAC,III,2557,[],,,,,Coast Guard,401438632,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Cadet Memorial Field,5822.0,10
,Mid Atlantic,III,2969,[],,,,,Misericordia,True,True,,,Mid Atlantic,III,247,[],,,,,King's College (PA),401443120,False,,2022,regular,2022-11-05T16:00:00.000Z,False,McCarthy Stadium (Wilkes Barre),5907.0,10
,Pennsylvania State Athletic,II,367,"[3, 15, 0, 7]",25.0,,,,Gannon,True,True,,,Pennsylvania State Athletic,II,2858,"[0, 6, 7, 0]",13.0,,,,California (PA),401432996,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Adamson Stadium,4436.0,10
,South Atlantic,II,122666,[],,,,,Barton College,True,False,,,South Atlantic,II,2336,[],,,,,Limestone,401445232,False,,2022,regular,2022-11-05T16:00:00.000Z,False,The Reservation,4750.0,10
,Patriot,FCS,2329,"[0, 7, 7, 0]",14.0,0.0011611642972682,,,Lehigh,True,True,1.506198829,,Patriot,FCS,107,"[7, 14, 14, 7]",42.0,0.9988388357027318,,,Holy Cross,401423002,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Fitton Field,3722.0,10
,Northeast 10,II,2038,[],,,,,Assumption,True,True,,,Northeast 10,II,2830,[],,,,,St. Anselm,401432390,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Grappone Stadium,6074.0,10
,Pennsylvania State Athletic,II,223,"[7, 7, 7, 7]",28.0,,,,West Chester,True,True,,,Pennsylvania State Athletic,II,2315,"[0, 0, 7, 2]",9.0,,,,Kutztown,401433020,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Andre Reed Stadium,4432.0,10
,Ivy,FCS,225,"[0, 3, 7, 7]",17.0,0.0010380255847688,,,Brown,True,True,2.4623559073,,Ivy,FCS,43,"[17, 35, 14, 3]",69.0,0.9989619744152312,,,Yale,401415193,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Yale Bowl,3997.0,10
,Big Ten,FBS,135,"[0, 0, 10, 10]",20.0,0.9655627626423736,1724.0,1727.0,Minnesota,True,True,4.9635104017,,Big Ten,FBS,158,"[10, 0, 0, 3]",13.0,0.0344372373576264,1511.0,1508.0,Nebraska,401405128,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Memorial Stadium,3834.0,10
,MSCAC,III,2972,[],,,,,Plymouth State,True,True,,,MSCAC,III,110,[],,,,,Mass Maritime,401431168,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Clean Harbors Stadium,5940.0,10
,Big Ten,FBS,194,"[0, 7, 7, 7]",21.0,0.1252605530033779,2184.0,2227.0,Ohio State,True,True,1.990878018,,Big Ten,FBS,77,"[7, 0, 0, 0]",7.0,0.8747394469966221,1343.0,1300.0,Northwestern,401405129,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Ryan Field,3911.0,10
,Mid Atlantic,III,2725,"[3, 7, 0, 6]",16.0,,,,Widener,True,True,,,Mid Atlantic,III,2354,"[0, 14, 7, 7]",28.0,,,,Lycoming,401431158,False,,2022,regular,2022-11-05T16:00:00.000Z,False,David Person Field,5925.0,10
,MSCAC,III,2909,[],,,,,Westfield State,True,True,,,MSCAC,III,402,[],,,,,Worcester State College,401441957,False,,2022,regular,2022-11-05T16:00:00.000Z,False,John Coughlin Memorial Field,5898.0,10
,MSCAC,III,114,[],,,,,Fitchburg State,True,True,,,MSCAC,III,2843,[],,,,,Western Connecticut State,401438655,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Westside Athletic Complex,6142.0,10
,ACC,FBS,153,"[3, 7, 14, 7]",31.0,0.5893594673325172,1640.0,1651.0,North Carolina,True,True,6.0595151939,,ACC,FBS,258,"[7, 7, 7, 7]",28.0,0.4106405326674828,1399.0,1388.0,Virginia,401411156,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Scott Stadium,3923.0,10
,American Athletic,FBS,2655,"[10, 7, 7, 3]",27.0,0.9988780323411978,1563.0,1547.0,Tulane,True,True,3.3401471033,,American Athletic,FBS,202,"[3, 7, 3, 0]",13.0,0.0011219676588022,1366.0,1382.0,Tulsa,401415649,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Skelly Field at H. A. Chapman Stadium,3674.0,10
,MEAC,FCS,2450,"[0, 14, 10, 0]",24.0,,,,Norfolk State,True,False,,,Big South,FCS,2448,"[7, 21, 7, 14]",49.0,,,,North Carolina A&T,401420794,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Aggie Stadium,3603.0,10
,Mountain East,II,2249,[],,,,,Glenville State,True,True,,,Mountain East,II,2986,[],,,,,Fairmont State,401441885,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Duvall-Rosier Field,5943.0,10
,CIAA,II,2676,"[6, 17, 7, 3]",33.0,,,,Virginia Union,True,True,,,CIAA,II,330,"[0, 21, 0, 0]",21.0,,,,Virginia State,401430700,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Rogers Stadium (VA),3904.0,10
,Liberty League,III,175,[],,,,,Ithaca,True,True,,,Liberty League,III,237,[],,,,,Union,401432558,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Frank Bailey Field,6134.0,10
,Mountain East,II,2882,[],,,,,UNC Pembroke,True,True,,,Mountain East,II,587,[],,,,,Notre Dame College,401432133,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Mueller Field,6063.0,10
,Northeast 10,II,2022,"[3, 9, 0, 6]",18.0,,,,American International,True,True,,,Northeast 10,II,2060,"[0, 0, 7, 3]",10.0,,,,Bentley,401455579,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Bentley University Football Stadium,5876.0,10
,Big South,FCS,2523,"[0, 7, 7, 7]",21.0,0.0325935910807798,,,Robert Morris,True,True,2.6568915084,,Big South,FCS,2127,"[10, 10, 7, 7]",34.0,0.96740640891922,,,Charleston Southern,401428199,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Buccaneer Field,3658.0,10
,,,124179,[],,,,,Lincoln University (CA),True,False,,,Independent DII,II,124180,[],,,,,Bluefield,401433154,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Mitchell Stadium,6221.0,10
,Gulf South,II,2822,[],,,,,North Greenville,True,True,,,Gulf South,II,2560,[],,,,,Shorter,401431839,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Barron Stadium,4015.0,10
,NEC,FCS,2529,"[7, 7, 7, 7, 0]",28.0,0.5790231798255606,,,Sacred Heart,True,True,8.3572141678,,NEC,FCS,2184,"[7, 7, 7, 7, 7]",35.0,0.4209768201744394,,,Duquesne,401423422,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Arthur J. Rooney Athletic Field,3623.0,10
,Big Ten,FBS,2294,"[0, 17, 7, 0]",24.0,0.9991871015380748,1702.0,1648.0,Iowa,True,True,3.3189342651,,Big Ten,FBS,2509,"[0, 3, 0, 0]",3.0,0.0008128984619251,1599.0,1653.0,Purdue,401405130,False,,2022,regular,2022-11-05T16:00:00.000Z,False,Ross-Ade Stadium,3907.0,10
,NEC,FCS,2598,"[0, 14, 24, 0]",38.0,0.9837912120815192,,,St Francis (PA),True,False,4.3850846514,,Patriot,FCS,46,"[14, 7, 0, 3]",24.0,0.0162087879184806,,,Georgetown,401423430,False,,2022,regular,2022-11-05T16:30:00.000Z,False,Cooper Field,3847.0,10
,ACC,FBS,59,"[10, 3, 3, 12]",28.0,0.5055375374810919,1250.0,1245.0,Georgia Tech,True,True,13.5963728209,,ACC,FBS,259,"[0, 20, 7, 0]",27.0,0.4944624625189081,1326.0,1331.0,Virginia Tech,401411157,False,,2022,regular,2022-11-05T16:30:00.000Z,False,Lane Stadium,3799.0,10
,NESCAC,III,348,[],,,,,Hamilton,True,True,,,NESCAC,III,2394,[],,,,,Middlebury,401450190,False,,2022,regular,2022-11-05T16:30:00.000Z,False,Alumni Stadium (VT),6079.0,10
,Northeast 10,II,112334,[],,,,,Franklin Pierce,True,True,,,Northeast 10,II,2441,[],,,,,New Haven,401432381,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Ralph F. DellaCamera Stadium,6058.0,10
,SIAC,II,490,"[19, 7, 28, 0]",54.0,,,,Benedict College,True,True,,,SIAC,II,2019,"[7, 0, 0, 14]",21.0,,,,Allen,401432338,False,,2022,regular,2022-11-05T17:00:00.000Z,False,W.C. Hawkins Stadium,6217.0,10
,Presidents',III,2963,[],,,,,Case Western Reserve,True,True,,,Presidents',III,2849,[],,,,,Westminster PA,401432764,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Memorial Field (PA),6146.0,10
,USA South,III,2056,"[0, 13, 7, 0]",20.0,,,,Belhaven College,True,False,,,USA South,III,2913,"[0, 7, 0, 0]",7.0,,,,Brevard College,401430994,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Brevard Memorial Stadium,5807.0,10
,South Atlantic,II,2839,[],,,,,Tusculum,True,True,,,South Atlantic,II,2369,[],,,,,Mars Hill,401433135,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Meares Stadium,6046.0,10
,Northern Sun,II,2587,[],,,,,Southwest Minnesota State,True,True,,,Northern Sun,II,2364,[],,,,,Minnesota State,401432959,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Blakeslee Stadium,3641.0,10
,Pennsylvania State Athletic,II,2559,[],,,,,Shippensburg,True,True,,,Pennsylvania State Athletic,II,209,[],,,,,Lock Haven,401433028,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Hubert Jack Stadium,3760.0,10
,GLIAC,II,110254,"[0, 0, 7, 0]",7.0,,,,Davenport,True,True,,,GLIAC,II,2222,"[7, 7, 14, 0]",28.0,,,,Ferris State,401435052,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Top Taggart Field,3960.0,10
,Pennsylvania State Athletic,II,2205,[],,,,,Edinboro,True,True,,,Pennsylvania State Athletic,II,215,[],,,,,Slippery Rock,401433056,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Mihalik-Thompson Stadium,4430.0,10
,Michigan,III,354,[],,,,,Olivet College,True,True,,,Michigan,III,2790,[],,,,,Albion,401431192,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Sprankle-Sprandel Stadium,5786.0,10
,Michigan,III,2003,[],,,,,Adrian,True,True,,,Michigan,III,2800,[],,,,,Alma College,401431185,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Bahlke Field,5790.0,10
,MEAC,FCS,2415,"[7, 3, 0, 12]",22.0,0.0727858956236636,,,Morgan State,True,False,9.3287273202,,CAA,FCS,2619,"[0, 7, 14, 3]",24.0,0.9272141043763364,,,Stony Brook,401420785,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Kenneth P. LaValle Stadium,3788.0,10
,Pioneer,FCS,56,"[7, 13, 14, 7, 7, 0]",48.0,0.0191258183008179,,,Stetson,True,True,8.2796012901,,Pioneer,FCS,2166,"[10, 7, 14, 10, 7, 8]",56.0,0.980874181699182,,,Davidson,401423150,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Richardson Stadium,3897.0,10
,Northern Sun,II,3066,[],,,,,Concordia-St. Paul,True,True,,,Northern Sun,II,2817,[],,,,,Minnesota St-Moorhead,401432420,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Scheels Field at Nemzek Stadium,3606.0,10
,Atlantic Sun,FCS,338,"[10, 7, 7, 20]",44.0,0.9995746363033244,,,Kennesaw State,True,False,7.0392437281,,OVC,FCS,2630,"[0, 24, 3, 0]",27.0,0.0004253636966755,,,UT Martin,401418650,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Graham Stadium,3748.0,10
,Mountain East,II,2128,[],,,,,Charleston (WV),True,True,,,Mountain East,II,112335,[],,,,,Wheeling Jesuit,401432108,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Bishop Schmitt Field,6212.0,10
,American Rivers,III,67,[],,,,,Luther,True,True,,,American Rivers,III,2964,[],,,,,Central,401430973,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Ron and Joyce Schipper Stadium,5817.0,10
,American Rivers,III,2564,"[0, 2, 7, 0]",9.0,,,,Simpson College,True,True,,,American Rivers,III,2685,"[27, 26, 21, 7]",81.0,,,,Wartburg,401430985,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Walston-Hoover Stadium,6137.0,10
,Old Dominion,III,297,[],,,,,Hampden-Sydney,True,True,,,Old Dominion,III,2828,[],,,,,Shenandoah,401432724,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Shentel Stadium,6116.0,10
,Northern Sun,II,2851,"[14, 14, 10, 7]",45.0,,,,Winona State,True,True,,,Northern Sun,II,389,"[7, 0, 0, 0]",7.0,,,,Upper Iowa,401432972,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Harms-Eischeid Stadium,6030.0,10
,NEC,FCS,2115,"[7, 0, 0, 13]",20.0,0.0443857794979385,,,Central Connecticut,True,True,5.2527342811,,NEC,FCS,112358,"[13, 3, 6, 7]",29.0,0.9556142205020616,,,Long Island University,401425428,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Bethpage Federal Credit Union Stadium,6043.0,10
,Independent DII,II,126086,[],,,,,Post University,True,False,,,Northeast 10,II,2583,[],,,,,Southern Connecticut State,401444118,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Jess Dow Field,6071.0,10
,Commonwealth Coast,III,111675,[],,,,,University of New England,True,True,,,Commonwealth Coast,III,2702,[],,,,,Western New England,401431065,False,,2022,regular,2022-11-05T17:00:00.000Z,False,Golden Bear Stadium,6143.0,10
